,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,Time_diff
8138,8139,85.316309,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30095; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,95,Write,Multiple,Registers,0.09972100000000239
8139,8140,85.41603,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30096; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,96,Read,Discrete,Inputs,0.000621999999992795
8140,8141,85.416652,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30096; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,96,Read,Discrete,Inputs,0.0006510000000048421
8141,8142,85.417303,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30097; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,97,Write,Multiple,Coils,0.00041699999999877946
8142,8143,85.41772,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30097; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,97,Write,Multiple,Coils,0.00047399999999697684
8143,8144,85.418194,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30098; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,98,Read,Input,Registers,0.00039400000000000546
8144,8145,85.418588,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30098; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,98,Read,Input,Registers,0.0005940000000066448
8145,8146,85.419182,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30099; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,99,Read,Holding,Registers,0.0003649999999879583
8146,8147,85.419547,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30099; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,99,Read,Holding,Registers,0.00040900000000476666
8147,8148,85.419956,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30100; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,100,Write,Multiple,Registers,0.0004670000000004393
8148,8149,85.420423,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30100; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,100,Write,Multiple,Registers,0.09962400000000571
8149,8150,85.520047,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30101; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,101,Read,Discrete,Inputs,0.0005599999999930105
8150,8151,85.520607,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30101; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,101,Read,Discrete,Inputs,0.0005100000000055616
8151,8152,85.521117,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30102; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,102,Write,Multiple,Coils,0.0003760000000028185
8152,8153,85.521493,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30102; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,102,Write,Multiple,Coils,0.00047699999998940257
8153,8154,85.52197,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30103; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,103,Read,Input,Registers,0.0003659999999996444
8154,8155,85.522336,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30103; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,103,Read,Input,Registers,0.0005160000000046239
8155,8156,85.522852,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30104; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,104,Read,Holding,Registers,0.0003260000000011587
8156,8157,85.523178,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30104; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,104,Read,Holding,Registers,0.00034999999999740794
8157,8158,85.523528,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30105; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,105,Write,Multiple,Registers,0.00032500000000368345
8158,8159,85.523853,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30105; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,105,Write,Multiple,Registers,0.10019499999999937
8159,8160,85.624048,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30106; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,106,Read,Discrete,Inputs,0.0008480000000048449
8160,8161,85.624896,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30106; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,106,Read,Discrete,Inputs,0.0003599999999863712
8161,8162,85.625256,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30107; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,107,Write,Multiple,Coils,0.016036000000013928
8162,8163,85.641292,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30107; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,107,Write,Multiple,Coils,0.00017099999999459214
8163,8164,85.641463,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30108; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,108,Read,Input,Registers,0.0005369999999942365
8164,8165,85.642,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30108; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,108,Read,Input,Registers,0.0001469999999983429
8165,8166,85.642147,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30109; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,109,Read,Holding,Registers,0.0005550000000056343
8166,8167,85.642702,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30109; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,109,Read,Holding,Registers,0.0001469999999983429
8167,8168,85.642849,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30110; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,110,Write,Multiple,Registers,0.000534999999999286
8168,8169,85.643384,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30110; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,110,Write,Multiple,Registers,0.09977899999999806
8169,8170,85.743163,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30111; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,111,Read,Discrete,Inputs,0.00770400000000393
8170,8171,85.750867,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30111; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,111,Read,Discrete,Inputs,0.0006750000000010914
8171,8172,85.751542,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30112; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,112,Write,Multiple,Coils,0.0013029999999929487
8172,8173,85.752845,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30112; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,112,Write,Multiple,Coils,0.000461000000001377
8173,8174,85.753306,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30113; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,113,Read,Input,Registers,0.0005380000000059226
8174,8175,85.753844,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30113; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,113,Read,Input,Registers,0.0005979999999965457
8175,8176,85.754442,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30114; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,114,Read,Holding,Registers,0.0005189999999970496
8176,8177,85.754961,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30114; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,114,Read,Holding,Registers,0.0003719999999987067
8177,8178,85.755333,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30115; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,115,Write,Multiple,Registers,0.0003980000000041173
8178,8179,85.755731,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30115; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,115,Write,Multiple,Registers,0.10028300000000456
8179,8180,85.856014,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30116; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,116,Read,Discrete,Inputs,0.000575999999995247
8180,8181,85.85659,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30116; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,116,Read,Discrete,Inputs,0.0005019999999973379
8181,8182,85.857092,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30117; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,117,Write,Multiple,Coils,0.00039999999999906777
8182,8183,85.857492,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30117; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,117,Write,Multiple,Coils,0.00033100000000274576
8183,8184,85.857823,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30118; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,118,Read,Input,Registers,0.00039100000000757973
8184,8185,85.858214,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30118; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,118,Read,Input,Registers,0.00045399999999062857
8185,8186,85.858668,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30119; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,119,Read,Holding,Registers,0.00037700000000029377
8186,8187,85.859045,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30119; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,119,Read,Holding,Registers,0.00034000000000844466
8187,8188,85.859385,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30120; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,120,Write,Multiple,Registers,0.0002980000000007976
8188,8189,85.859683,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30120; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,120,Write,Multiple,Registers,0.09937999999999647
8189,8190,85.959063,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30121; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,121,Read,Discrete,Inputs,0.0006989999999973406
8190,8191,85.959762,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30121; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,121,Read,Discrete,Inputs,0.0006539999999972679
8191,8192,85.960416,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30122; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,122,Write,Multiple,Coils,0.0005540000000081591
8192,8193,85.96097,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30122; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,122,Write,Multiple,Coils,0.0004670000000004393
8193,8194,85.961437,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30123; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,123,Read,Input,Registers,0.0004100000000022419
8194,8195,85.961847,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30123; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,123,Read,Input,Registers,0.000664000000000442
8195,8196,85.962511,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30124; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,124,Read,Holding,Registers,0.000400999999996543
8196,8197,85.962912,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30124; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,124,Read,Holding,Registers,0.0003679999999945949
8197,8198,85.96328,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30125; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,125,Write,Multiple,Registers,0.000377999999997769
8198,8199,85.963658,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30125; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,125,Write,Multiple,Registers,0.09943200000000729
8199,8200,86.06309,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30126; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,126,Read,Discrete,Inputs,0.0006959999999907041
8200,8201,86.063786,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30126; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,126,Read,Discrete,Inputs,0.0006760000000127775
8201,8202,86.064462,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30127; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,127,Write,Multiple,Coils,0.0010329999999925121
8202,8203,86.065495,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30127; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,127,Write,Multiple,Coils,0.00042799999999942884
8203,8204,86.065923,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30128; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,128,Read,Input,Registers,0.0006110000000063565
8204,8205,86.066534,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30128; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,128,Read,Input,Registers,0.0003689999999920701
8205,8206,86.066903,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30129; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,129,Read,Holding,Registers,0.000529999999997699
8206,8207,86.067433,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30129; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,129,Read,Holding,Registers,0.0003410000000059199
8207,8208,86.067774,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30130; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,130,Write,Multiple,Registers,0.00044599999999661577
8208,8209,86.06822,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30130; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,130,Write,Multiple,Registers,0.04551299999999969
8209,8210,86.113733,3Com_78:9b:01,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 8192/0/00:18:6e:78:9b:00  Cost = 0  Port = 0x8001,NaN,NaN,NaN,NaN,NaN,NaN,0.05434499999999787
8210,8211,86.168078,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30131; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,131,Read,Discrete,Inputs,0.0006170000000054188
8211,8212,86.168695,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30131; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,131,Read,Discrete,Inputs,0.0006400000000041928
8212,8213,86.169335,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30132; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,132,Write,Multiple,Coils,0.0016480000000029804
8213,8214,86.170983,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30132; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,132,Write,Multiple,Coils,0.00046699999998622843
8214,8215,86.17145,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30133; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,133,Read,Input,Registers,0.0006430000000108294
8215,8216,86.172093,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30133; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,133,Read,Input,Registers,0.0006419999999991433
8216,8217,86.172735,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30134; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,134,Read,Holding,Registers,0.0010439999999931615
8217,8218,86.173779,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 30134; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,134,Read,Holding,Registers,0.00034399999999834563
8218,8219,86.174123,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 30135; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,135,Write,Multiple,Registers,0.01715800000000911
8219,8220,86.191281,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30135; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,135,Write,Multiple,Registers,0.07395699999999295
8220,8221,86.265238,Raspberr_58:67:86,Broadcast,ARP,60,Who has 8.8.8.8? Tell 169.254.149.247,NaN,NaN,NaN,NaN,NaN,NaN,0.025830999999996607
8221,8222,86.291069,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30136; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,136,Read,Discrete,Inputs,0.0007340000000084501
8222,8223,86.291803,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 30136; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,136,Read,Discrete,Inputs,0.0007449999999948886
8223,8224,86.292548,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 30137; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,137,Write,Multiple,Coils,0.0007220000000103255
8224,8225,86.29327,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 30137; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,137,Write,Multiple,Coils,0.00047699999998940257
8225,8226,86.293747,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 30138; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,138,Read,Input,Registers,0.0006879999999966913
